,M1,M2,M3,M4,C2,C3,C4,Skewness,Kurtosis,Mean,Absolute_mean,Peak_value,SRV,RMS,Crest_factor,Shape_factor
0,0.0,0.2008192088873238,0.6186511305851227,0.055694938136393174,0.2008192088873238,0.6186511305851227,0.06322909562818253,0.12743127934261334,0.2490741147281199,0.9465799699290737,0.9465799699290737,0.8457639391745112,0.04637139582677726,0.4457558705659008,0.4568792521928061,0.0544685833171529
1,0.0,0.18218078367672566,0.7482935127989288,0.030783785760899546,0.18218078367672566,0.7482935127989288,0.026135648286328257,0.34180366159257547,0.0,0.8902385359125156,0.8902385359125156,0.536617075900204,0.03807152933739283,0.4226697781224566,0.1571127288151556,0.05629601814302429
2,0.0,0.2303367446538982,0.46617424877468794,0.07129671813683515,0.2303367446538982,0.46617424877468794,0.07984837578769524,0.0,0.2296978398572962,0.8868797847916257,0.8868797847916257,0.8282371140807057,0.058645471459534554,0.4747714771029476,0.38224898326653356,0.07809713137528115
3,0.0,0.37245890385827957,0.3214427772648153,0.15639931696955198,0.37245890385827957,0.3214427772648153,0.15757946779824566,0.3927886406713359,0.11315738584593116,0.8895243963566548,0.8895243963566548,0.9910144164307813,0.1455019761011708,0.6045625467683008,0.32677871822751736,0.12998422215103766
4,0.0,0.5277865611334064,0.0,0.3361450975943191,0.5277865611334064,0.0,0.35478090988454103,0.4729941591179837,0.1579842424236968,0.8911510234787684,0.8911510234787684,1.0,0.2847549447072918,0.7212970353764491,0.19906019931336805,0.1766460676521759
5,0.0,0.3760539763962589,0.644747619417778,0.20472149739340426,0.3760539763962589,0.644747619417778,0.23848251528815523,0.7026674604931447,0.2895638200280383,0.8851649512202949,0.8851649512202949,1.0,0.1480871047174783,0.6073807449187562,0.3302193598610669,0.13235565226743506
6,0.0,0.3405200086589488,0.383073199524837,0.14343445052013437,0.3405200086589488,0.383073199524837,0.15350415570018844,0.36741185606220894,0.17314072439286404,0.8883674106989412,0.8883674106989412,0.9792475808044236,0.12258981285782042,0.5777809729133698,0.35474699868222437,0.1194663251741239
7,0.0,0.26799079139543774,0.7721738287651483,0.14155055631017366,0.26799079139543774,0.7721738287651483,0.18557473844591565,0.6814229121212607,0.5752353329338573,0.8872977279718512,0.8872977279718512,1.0,0.07787422957296994,0.5121600293906682,0.48182397075957206,0.09315740916357484
8,0.0,0.27361662910229645,0.529699647429605,0.09289255932295941,0.27361662910229645,0.529699647429605,0.09950441023633853,0.3293409658190519,0.17416568772280333,0.8870721040763537,0.8870721040763537,0.7682673951681916,0.08097535210389155,0.5175192332367954,0.25457695573499184,0.09538440459536318
9,0.0,0.3654407152343972,0.37636263351422394,0.19697769562938408,0.3654407152343972,0.37636263351422394,0.23146458088696456,0.42762975341924203,0.3044748420450986,0.9134072775237418,0.9134072775237418,1.0,0.14091973476108208,0.5994735205479939,0.3410738957449537,0.1214596459053672
10,0.0,0.20819744083665787,0.7487744032157213,0.06381197746587786,0.20819744083665787,0.7487744032157213,0.07476185843456443,0.46771309986795306,0.29930686461587147,0.9603001208593509,0.9603001208593509,0.7787670331117108,0.049757031580501966,0.45428492273059895,0.3685129926123306,0.055146655449395315
11,0.0,0.23623687252470557,0.7726945626485329,0.06362680593509504,0.23623687252470557,0.7726945626485329,0.06446089496349858,0.609481793967517,0.11805703645251481,0.8807268249875234,0.8807268249875234,1.0,0.061374950304354074,0.4805921156791601,0.5444647487332782,0.08186330781809303
12,0.0,0.4411650907577641,0.20125424391200597,0.2987439270792667,0.4411650907577641,0.20125424391200597,0.3575548326296614,0.4480243333602526,0.33836892903294497,0.8837873972871536,0.8837873972871536,1.0,0.20118982746151481,0.6584598822711959,0.26607293236332274,0.1535296458718972
13,0.0,0.349392782815366,0.546896759758795,0.1880395410268278,0.349392782815366,0.546896759758795,0.22527458872702175,0.5626402284734721,0.34024855860622744,0.8821882358425421,0.8821882358425421,1.0,0.12860095244236,0.5851480457218866,0.3614449898341344,0.12414208916402053
14,0.0,0.3865728518856118,0.46409281910581135,0.21799463561565782,0.3865728518856118,0.46409281910581135,0.2548828306662489,0.5547736313578078,0.29580806633793294,0.8863229807018684,0.8863229807018684,1.0,0.1561527780442227,0.6159428849987385,0.3187635673248541,0.13550128112745136
