,M1,M2,M3,M4,C2,C3,C4,Skewness,Kurtosis,Absolute_mean,Peak_value,SRV,RMS,Crest_factor,Shape_factor
0,0.0,0.009848087981409926,-0.000406485844963866,0.0007469927653988313,0.009848087981409926,-0.000406485844963866,0.0004560382547300594,-0.41592741504271297,4.702160351614779,0.0416398717482009,0.572998046875,0.0001341419572869772,0.10761954701919417,5.324293427594567,2.5845311837168183
1,0.0,0.006462002230765028,-0.0003283078312276176,0.0003138124747670485,0.006462002230765028,-0.0003283078312276176,0.0001885400562758119,-0.6320196583630622,4.515121330295092,0.03947696802183578,0.41412353515625,6.432734927648418e-05,0.08955687151169403,4.624140260439705,2.2685853549380415
2,0.0,0.010863970492484304,-0.0008997163807088815,0.001275678746743159,0.010863970492484304,-0.0008997163807088815,0.0009216011821584501,-0.7945527982912354,7.808468604098476,0.039618157411149844,0.7450408935546875,0.0001545936353209639,0.11150591414422352,6.681626703593854,2.8145153997707655
3,0.0,0.00591967551166766,-0.00019859501583189063,0.00030864189857259536,0.00591967551166766,-0.00019859501583189063,0.00020351422408228207,-0.43603514221349077,5.80763034288467,0.03953439249321751,0.4294891357421875,5.598995676322996e-05,0.08650227570113651,4.96506169648141,2.1880259249203533
4,0.0,0.01182059214555072,-0.0009718334975744315,0.0011115385301759943,0.01182059214555072,-0.0009718334975744315,0.0006923593341616282,-0.7561936309855971,4.955107558376296,0.039423192396579966,0.6340179443359375,0.0001788847465830094,0.11564938497150981,5.482242248777437,2.9335367823114855
5,0.0,0.006013998400481131,-0.00038790997927269725,0.0003697192742266877,0.006013998400481131,-0.00038790997927269725,0.00026121474394371887,-0.8317369393089412,7.222225927226191,0.044110202404200674,0.609375,6.335695712245712e-05,0.08921719765056893,6.830241433795069,2.0225977843636613
6,0.0,0.010866753046769484,-0.00043706475784443963,0.0010433322757519058,0.010866753046769484,-0.00043706475784443963,0.0006890733104134842,-0.3858300886659385,5.835335541235066,0.0392758128255099,0.5517578125,0.00015399178177555214,0.11139722851073977,4.953065887512679,2.836280664785798
7,0.0,0.00822851318759478,-0.0005329662742291369,0.0005988074470370855,0.00822851318759478,-0.0005329662742291369,0.00039568215920182193,-0.7140319970992332,5.843912839489343,0.03941606535851387,0.6168975830078125,9.569025116162915e-05,0.0989046985534126,6.237292990430201,2.509248390315275
8,0.0,0.009052987506628262,-0.00043625764215801953,0.0009592906777357985,0.009052987506628262,-0.00043625764215801953,0.0007134209293502962,-0.5064716799993165,8.704864271041366,0.03953988717686084,0.727325439453125,0.0001127077405513983,0.10303586843709886,7.058953842827473,2.6058715842112097
9,0.0,0.013983793035765732,-0.0007463411756862599,0.0013301275966975206,0.013983793035765732,-0.0007463411756862599,0.00074348819369613,-0.45133594309016717,3.802104955236195,0.03949892572898509,0.6468505859375,0.0002416146355754648,0.12467541124660314,5.188277138770006,3.1564253696933804
10,0.0,0.005825764343415995,-0.00037269069749386297,0.0003444536807962444,0.005825764343415995,-0.00037269069749386297,0.0002426350902411928,-0.8381450473208611,7.149040924211302,0.03945669730941743,0.588623046875,5.450271345192195e-05,0.08592203038792194,6.850665006605136,2.17762854589997
11,0.0,0.014218399112959074,-0.00127684402857739,0.0020344540304724447,0.014218399112959074,-0.00127684402857739,0.0014279654104662584,-0.753115868665339,7.063440417653805,0.039511482543428324,0.8488922119140625,0.0002489943990995252,0.1256167041668373,6.757797201768723,3.1792455276454885
12,0.0,0.00905710717360298,-0.00046906912206987755,0.0007591296946406113,0.00905710717360298,-0.00046906912206987755,0.0005130361235782196,-0.5441925410853994,6.254159196805883,0.0396273318370105,0.6511993408203125,0.00011294232371267794,0.10308943981865223,6.316838484774552,2.6014731509722897
13,0.0,0.010186957082868148,-0.0007678858918701182,0.0008185795953916115,0.010186957082868148,-0.0007678858918701182,0.0005072573115670189,-0.7468441331786758,4.888091902725679,0.03965458601718172,0.5753326416015625,0.00013828450613940593,0.1084409667748412,5.305491630263133,2.734638730760054
14,0.0,0.010040798359446783,-0.0005136067883585117,0.0007728532351175552,0.010040798359446783,-0.0005136067883585117,0.00047040034003234754,-0.510479594661295,4.665853899991522,0.0406126537616322,0.6436920166015625,0.0001366604488317083,0.10812116353891592,5.953432200809411,2.662253104008207
15,0.0,0.011488639613395014,-0.0008170871230113856,0.001335074550219512,0.011488639613395014,-0.0008170871230113856,0.0009391080297201047,-0.6635374765283479,7.115056307303462,0.0446138259184158,0.8048095703125,0.0001816843326766727,0.11609923805294213,6.932083136889329,2.60231521648132
16,0.0,0.0055561994423612565,-0.00046344162017775023,0.0004096072028994018,0.0055561994423612565,-0.00046344162017775023,0.0003169931461695152,-1.1189953812714772,10.268197637450687,0.040667181565828936,0.5716552734375,5.198437540606085e-05,0.0849118313244353,6.732339469317195,2.0879694155098134
17,0.0,0.0011484824875322096,-8.974949156388902e-07,1.3007193286223203e-05,0.0011484824875322096,-8.974949156388902e-07,9.050157213718687e-06,-0.02305926344364504,6.861315172184364,0.03295547541983259,0.2592926025390625,4.993195145381246e-06,0.04727098314695178,5.48523820063139,1.4343893554788205
18,0.0,0.009815657094615564,-0.00027044544935484475,0.0012227514586372805,0.009815657094615564,-0.00027044544935484475,0.00093371008604005,-0.2780997580527681,9.691104885608992,0.014370432876616827,0.865264892578125,0.00010044382006440893,0.10011077082750344,8.643074920170434,6.966440864171944
19,0.0,0.014624398047654127,-0.0005052796793656555,0.0024717442116944962,0.014624398047654127,-0.0005052796793656555,0.0018301251569258067,-0.2857030218790559,8.557064242359132,0.014409796545925217,0.8262176513671875,0.00021998941899062125,0.12178686416912575,6.784127803962641,8.45167131825775
20,0.0,0.0041442685739259575,-0.0004414214502604605,0.00029417641915619656,0.0041442685739259575,-0.0004414214502604605,0.0002426515331177057,-1.6545564706843465,14.128213671531654,0.04047420308791579,0.47247314453125,3.343649311433269e-05,0.07604228882357375,6.213294626460262,1.8787840901622932
21,0.0,0.00476612942964342,-0.00024103739160160438,0.0004558404935495671,0.00476612942964342,-0.00024103739160160438,0.00038769252432922774,-0.7325472984385563,17.06694397931601,0.04060930260404884,0.635223388671875,4.115536696827091e-05,0.08009522387527629,7.930852277297337,1.9723368474515643
22,0.0,0.007244890280439515,-0.0008078673019380877,0.001020105839008892,0.007244890280439515,-0.0008078673019380877,0.0008626405334820711,-1.310063393525323,16.43486856859028,0.04068292016202813,0.725494384765625,7.92098268657152e-05,0.09433975976940726,7.690229300338861,2.3189033479818972
23,0.0,0.004637027525036875,-0.0003943835887509588,0.00023602908438286242,0.004637027525036875,-0.0003943835887509588,0.0001715230115790136,-1.2489910428683022,7.977063435589253,0.040634073220598484,0.496734619140625,3.954089873112845e-05,0.07929789046080503,6.26415931437859,1.9515122205520572
24,0.0,0.0068852036921923125,-0.0005149657157970948,0.0004204705475597519,0.0068852036921923125,-0.0005149657157970948,0.000278252457910816,-0.9013700572657839,5.869558336728041,0.04455127617062728,0.4951171875,7.867725303746248e-05,0.09418078307501915,5.257093552785788,2.11398620130017
25,0.0,0.0041130057518247885,-0.0002994583900805783,0.00017986505543870587,0.0041130057518247885,-0.0002994583900805783,0.00012911460649507448,-1.135265683118425,7.632323014825877,0.04263949654569223,0.4149017333984375,3.517833175385877e-05,0.07701384562203661,5.387365480158781,1.8061621703133626
26,0.0,0.002757587993953,-0.00018339763533945373,0.0001273800767517541,0.002757587993953,-0.00018339763533945373,0.00010456720211857293,-1.2664838683332276,13.751077468310005,0.04000667921037808,0.4044952392578125,1.899323063891941e-05,0.06601607664345933,6.127223243550458,1.6501263775558306
27,0.0,0.004111442390343809,-0.0003350080424198871,0.00017449833602081218,0.004111442390343809,-0.0003350080424198871,0.00012378646043346414,-1.2707611212457495,7.322927361673875,0.0398559779431931,0.4196014404296875,3.248933160037167e-05,0.07549795605281048,5.5577854337696,1.8942693153939931
28,0.0,0.003506621061352317,-0.00022345441226965848,0.0001526228614399097,0.003506621061352317,-0.00022345441226965848,0.00011573368763615076,-1.0761075518022496,9.412004312036748,0.04008030356488027,0.4004669189453125,2.6143298660451835e-05,0.07150560673964854,5.600496761091897,1.7840585120294394
29,0.0,0.004479993620546016,-0.00040157062489490407,0.00025240066441848167,0.004479993620546016,-0.00040157062489490407,0.00019218963589808267,-1.339201240923654,9.575802338252885,0.016059355425472516,0.4472808837890625,2.2447663407958075e-05,0.06883237986026394,6.498117378726172,4.286123448708632
