,M1,M2,M3,M4,C2,C3,C4,Skewness,Kurtosis,Absolute_mean,Peak_value,SRV,RMS,Crest_factor,Shape_factor
0,0.0,0.03515678098445256,-0.0035855162772592437,0.008551002880463478,0.03515678098445256,-0.0035855162772592437,0.004843005132897183,-0.5439237761273576,3.918291322649134,0.04278274208929425,0.9999847412109375,0.0013680488216563447,0.19232042014599393,5.199576521577017,4.495280357313032
1,0.0,0.0323452803232151,-0.002492429097955268,0.00640592763765425,0.0323452803232151,-0.002492429097955268,0.0032672761600921526,-0.4284562020595243,3.1229426237187337,0.039534759786372685,0.935699462890625,0.0011497712867185208,0.18414200377583947,5.081401547197643,4.657724108375935
2,0.0,0.031558304499204666,-0.0032886476846656723,0.007412922380583656,0.031558304499204666,-0.0032886476846656723,0.004425142631990092,-0.5866064801760987,4.443241809313223,0.039608399347085696,0.985107421875,0.0010974067286563809,0.18200859814317258,5.412422445559905,4.595202056721447
3,0.0,0.04251967001298482,-0.0032437733547341307,0.01400510525987812,0.04251967001298482,-0.0032437733547341307,0.008581338245838758,-0.369969288172617,4.746519286480813,0.03952561475623477,0.9999847412109375,0.001943217807523817,0.20995700568174214,4.762807213619432,5.31192258429386
4,0.0,0.04820644300643306,-0.004321113348142731,0.015895830574871088,0.04820644300643306,-0.004321113348142731,0.008924247132873653,-0.4082611243387898,3.84026693811618,0.0394721243867646,0.9999847412109375,0.00247650462520547,0.2230795634074024,4.482637162888383,5.6515722645574975
5,0.0,0.06190920337613075,-0.0063778922085426975,0.023021635146355333,0.06190920337613075,-0.0063778922085426975,0.011523386758353977,-0.41404195588628323,3.0065588347470866,0.04225848980914466,0.9999847412109375,0.004057050902310941,0.25237865071570603,3.9622398264478336,5.97225910948412
6,0.0,0.06659730361885317,-0.0072897816396845375,0.0331661339055978,0.06659730361885317,-0.0072897816396845375,0.019860531357692654,-0.42415984404292,4.477932800003755,0.040433253737452775,0.9999847412109375,0.004655626515602213,0.2612128473614007,3.8282372069831996,6.460346947528558
7,0.0,0.09906403685981571,-0.008891558778379242,0.05902147354361383,0.09906403685981571,-0.008891558778379242,0.029580423346725053,-0.2851700235612721,3.0142019203361503,0.021464551035200966,0.9999847412109375,0.009905178611627066,0.3154754567489497,3.1697703254510516,14.69751015204479
8,0.0,0.13062809624258231,-0.010414361565613301,0.08120764130538351,0.13062809624258231,-0.010414361565613301,0.030016542721499465,-0.22058590331247022,1.759087627645635,0.016112008231026785,0.9999847412109375,0.017131588192427185,0.36178404200823866,2.764037727203472,22.454310897852793
9,0.0,0.09536698886732427,-0.011472669011090222,0.05102150265612167,0.09536698886732427,-0.011472669011090222,0.023736914959260613,-0.38955372249033765,2.609925635268964,0.015778298840680174,0.9999847412109375,0.009142408667005464,0.309218278213999,3.2339121315425072,19.597694360862363
10,0.0,0.037030298824312274,-0.0027470939952095315,0.009281763403038979,0.037030298824312274,-0.0027470939952095315,0.00516803430998539,-0.38551181667276424,3.768868240773627,0.04096860234018012,0.9999847412109375,0.0014983654067655052,0.19674533082647752,5.082635186361241,4.802344224311474
11,0.0,0.03405686462825883,-0.003200247744823733,0.00842191266089087,0.03405686462825883,-0.003200247744823733,0.004942302575968227,-0.5091861773990409,4.261083100129682,0.03971325970551067,0.9999847412109375,0.001269782499396905,0.18876972115436355,5.297378918058661,4.753317218333744
12,0.0,0.037201075365969664,-0.004061956306600775,0.009990014158481492,0.037201075365969664,-0.004061956306600775,0.005838254133327827,-0.5661115378502544,4.218635541040266,0.03973024872595632,0.99554443359375,0.0015038548965775765,0.19692528539980844,5.055442380456839,4.956558081428633
13,0.0,0.0417923925453439,-0.003815347913725986,0.01417779769419007,0.0417923925453439,-0.003815347913725986,0.008937985470197722,-0.44656871508535995,5.117350634783419,0.039763686287389965,0.9999847412109375,0.001881264257746882,0.2082631587499476,4.801544100325373,5.237521422051681
14,0.0,0.04138163941179442,-0.0033374048460339963,0.014724652366206877,0.04138163941179442,-0.0033374048460339963,0.009587332124983545,-0.39645815368748916,5.598638010563585,0.020476942944318333,0.9999847412109375,0.001747318969798322,0.20445279309449232,4.8910299833799415,9.984536932609911
15,0.0,0.02661797176416299,-0.0026580216771381255,0.006039919299930364,0.02661797176416299,-0.0026580216771381255,0.003914370037417029,-0.6120629320281131,5.524741448883459,0.043963898901469046,0.99981689453125,0.0008151479619855161,0.16896980845932677,5.9171333840501985,3.843376331066958
16,0.0,0.023043694366302436,-0.002213161552331316,0.003960278862571758,0.023043694366302436,-0.002213161552331316,0.0023672433124290824,-0.6326812401727587,4.457985847617273,0.02041773293207986,0.8369293212890625,0.0005503987287457902,0.15316846341328938,5.464109926015278,7.501737040189938
17,0.0,0.026164869089318976,-0.0025335223958275546,0.00630673179546832,0.026164869089318976,-0.0025335223958275546,0.0042529306720847215,-0.5986140397413263,6.212282129456767,0.014249406821416413,0.8823089599609375,0.0006952669247869853,0.1623820023404109,5.43353910682356,11.395702598395593
18,0.0,0.016370823979137503,-0.0016104201005790965,0.0019066922879323132,0.016370823979137503,-0.0016104201005790965,0.0011026806546646027,-0.7688354045010115,4.114420522187064,0.014409377050581148,0.6418609619140625,0.0002748451412119752,0.12875734591130447,4.9850434347739165,8.935663593181603
19,0.0,0.022390485598955102,-0.001467628802151266,0.00815797758065171,0.022390485598955102,-0.001467628802151266,0.006653976044580662,-0.43804724911380133,13.27254504399589,0.014289223432346256,0.9999847412109375,0.0005105189996730089,0.15031522712371698,6.652584441015413,10.519481890348997
20,0.0,0.03294725586336208,-0.002907505581332576,0.007095467657128116,0.03294725586336208,-0.002907505581332576,0.0038389026503505754,-0.48617394921352636,3.5364587923420023,0.02082376405752701,0.9999847412109375,0.0011142834842434925,0.18270436506248455,5.473239464579539,8.773839568953615
