,M1,M2,M3,M4,C2,C3,C4,Skewness,Kurtosis,Mean,Absolute_mean,Peak_value,SRV,RMS,Crest_factor,Shape_factor
0,0.0,75.96295133859448,275.21222800781544,44487.43090096538,75.96295133859448,275.21222800781544,27176.320972756363,0.4156856013997426,4.709632326082973,-3.6643020704708413,3.6643020704708413,50.2606201171875,7990.583005986222,9.454631722190525,5.315978622332072,2.5801998689959698
1,0.0,49.7943989215562,221.1823848967361,18608.794681817584,49.7943989215562,221.1823848967361,11170.348189940352,0.6294768967143706,4.5051133467740945,-3.473966684707433,3.473966684707433,36.260711669921875,3827.01139947341,7.865293602149468,4.610217177399755,2.264067078355376
2,0.0,83.76267745729452,607.3125542911245,75696.35521670802,83.76267745729452,607.3125542911245,54647.796812263754,0.7922029081547508,7.788817993453447,-3.4863872774539817,3.4863872774539817,64.97427368164062,9200.180945585997,9.793751768637366,6.634257761127705,2.8091405197501436
3,0.0,45.70095394538786,134.3775340446698,18393.644010595614,45.70095394538786,134.3775340446698,12127.912436040227,0.43494943286834203,5.806781997472092,-3.479020841314469,3.479020841314469,37.61785888671875,3341.3648399512003,7.602929695827017,4.947810961262194,2.185364803090522
4,0.0,91.12077466054139,657.1270961226951,66022.40844946478,91.12077466054139,657.1270961226951,41113.4217252533,0.7554805198912016,4.951637195898998,-3.4692326237586295,3.4692326237586295,55.550445556640625,10641.23247482392,10.15659143897659,5.469398458173883,2.92761902716479
5,0.0,46.33109995088678,262.00782302673986,21892.329902567304,46.33109995088678,262.00782302673986,15452.617434590122,0.8308169385008538,7.198745679142428,-3.881689022141649,3.881689022141649,53.231109619140625,3769.789262716786,7.835726489324507,6.793385360204106,2.0186383928822025
6,0.0,83.88394200973532,295.21739803840956,62189.23134064023,83.88394200973532,295.21739803840956,41079.68415936232,0.3842586929349899,5.8380718174470285,-3.4562622778950396,3.4562622778950396,48.453399658203125,9183.329666295205,9.789264065461486,4.949646810443756,2.832326738647688
7,0.0,63.41289479489829,359.19744606649687,35465.123208313984,63.41289479489829,359.19744606649687,23401.537529507466,0.7113230326533939,5.819547724675166,-3.4686082192459518,3.4686082192459518,54.097412109375,5691.817924389696,8.68585849375402,6.228217066657984,2.50413363076279
8,0.0,69.75759500488752,293.2208682176279,56919.934136492164,69.75759500488752,293.2208682176279,42321.56795389444,0.5032776293576046,8.69718585447145,-3.4795048632359906,3.4795048632359906,63.664581298828125,6701.804399046757,9.047903022146647,7.036390768446088,2.6003421112427945
9,0.0,107.86008920471392,504.3858204883158,79087.17644674359,107.86008920471392,504.3858204883158,44185.77991699705,0.45026864593878835,3.798052597637813,-3.4759000383082244,3.4759000383082244,56.652923583984375,14386.076234894297,10.951802147638764,5.172931616208834,3.150781675807104
10,0.0,44.895845917181404,251.02705418590875,20379.616125712204,44.895845917181404,251.02705418590875,14332.705183854321,0.834471082510041,7.110757205620761,-3.4721822779483937,3.4721822779483937,51.537261962890625,3243.518422511541,7.546647976981588,6.829159398992378,2.173459620743376
11,0.0,109.56580092992904,864.2821134957687,120631.62265473524,109.56580092992904,864.2821134957687,84617.62845448471,0.753603659274038,7.0487290010639345,-3.4770035406795294,3.4770035406795294,74.44656372070312,14800.025291130742,11.02974861689182,6.749615635544933,3.172199420520641
12,0.0,69.8116191931962,317.4025864593063,45133.68809375433,69.8116191931962,317.4025864593063,30512.701570626814,0.5441503274659459,6.2607338134868815,-3.4872005893530025,3.4872005893530025,57.15966796875,6719.439465102121,9.053849299805034,6.313300130805234,2.5963087203666824
13,0.0,78.52146679003178,517.4668930082831,48545.54937553311,78.52146679003178,517.4668930082831,30048.68713495892,0.7437037370692122,4.873586678238588,-3.4895990698430857,3.4895990698430857,50.497222900390625,8226.266599848957,9.523590103436913,5.302330565672601,2.729135901524972
14,0.0,77.3842743376788,346.60308953984566,45867.66186422857,77.3842743376788,346.60308953984566,27902.684119921167,0.5091589216196901,4.659513279179443,-3.5739087882455864,3.5739087882455864,56.420257568359375,8128.302385484105,9.495109181277373,5.942033576571173,2.656785537590195
15,0.0,88.63262879749743,553.8368280696031,79540.4739318527,88.63262879749743,553.8368280696031,55973.245269187784,0.6637299050187576,7.125137122023217,-3.926009974308851,3.926009974308851,70.63674926757812,10825.608220981154,10.200303089412099,6.92496572390079,2.5981347872677776
