,M1,M2,M3,M4,C2,C3,C4,Skewness,Kurtosis,Mean,Absolute_mean,Peak_value,SRV,RMS,Crest_factor,Shape_factor
0,0.0,270.90448607623887,2420.071397089603,507329.1279770883,270.90448607623887,2420.071397089603,287161.40624839504,0.5427550631167423,3.9128543093468027,-3.7648737875595724,3.7648737875595724,88.059326171875,81269.89980937024,16.884275545977445,5.215463697692051,4.484685675724071
1,0.0,248.87370810688608,1666.7361544939686,378865.28045814,248.87370810688608,1666.7361544939686,193050.9126975254,0.4245201687488769,3.1168350707879657,-3.4790515417255845,3.4790515417255845,81.6973876953125,68109.25954454768,16.15479828833741,5.057159256163048,4.643448967221896
2,0.0,243.1002256190997,2210.994266882825,438957.99932804884,243.1002256190997,2210.994266882825,261664.84023987732,0.5833236351877334,4.427663902865187,-3.4855279114830715,3.4855279114830715,86.5394287109375,65152.11859079842,15.976518095030194,5.416663893608788,4.583672402219347
3,0.0,327.65899535572004,2187.6382091156934,832436.256138296,327.65899535572004,2187.6382091156934,510355.00442573667,0.3688436891388948,4.753660777012894,-3.4782462805854735,3.4782462805854735,88.02902221679688,115434.9498854668,18.432503697114146,4.775749603163188,5.299367040223359
4,0.0,371.5687776250597,2919.827639797119,944792.0906261528,371.5687776250597,2919.827639797119,530602.0211088096,0.40766027657989834,3.8431777593831855,-3.4735411177318736,3.4735411177318736,88.03024291992188,147175.2496823233,19.586583814479585,4.49441534847157,5.638794288195754
5,0.0,476.8889661071122,4295.86539655349,1363754.0320696335,476.8889661071122,4295.86539655349,681484.7740855023,0.4125007607039665,2.996550552925628,-3.7187387193030608,3.7187387193030608,88.09097290039062,240804.13959485793,22.152155284972967,3.9766321501072,5.956900163484614
6,0.0,513.2353078851205,4911.041407075985,1967699.6820803692,513.2353078851205,4911.041407075985,1177468.2383005659,0.42237558570286554,4.470088785641889,-3.5581192645883397,3.5581192645883397,88.15383911132812,276566.0985725835,22.932412009776804,3.8440718348224943,6.4450936869959
7,0.0,763.1419089333095,5978.503215768756,3504871.630208657,763.1419089333095,5978.503215768756,1757714.91069753,0.2835858199038071,3.0181292114241884,-1.8888736466350027,1.8888736466350027,88.07241821289062,587843.8447108867,27.68952423907391,3.1807125847474023,14.659278183271995
8,0.0,1006.4859470970176,6991.904417342963,4820040.097859383,1006.4859470970176,6991.904417342963,1780998.212748041,0.21896964254356918,1.7581181307240756,-1.417854000999814,1.417854000999814,88.19805908203125,1017064.7005144556,31.75683008527723,2.7772941708977656,22.397813923636413
9,0.0,733.56485476348,7724.70182050122,3020860.1472480125,733.56485476348,7724.70182050122,1406507.9588155162,0.3887979355899277,2.613756717202844,-1.3884876890041606,1.3884876890041606,88.14157104492188,540949.5894595619,27.119969631730715,3.2500615687192767,19.532020230716967
10,0.0,285.3299812234461,1850.7361064553888,550703.588814009,285.3299812234461,1850.7361064553888,306463.99425909267,0.38399306950565254,3.764303590712669,-3.605232213723225,3.605232213723225,88.0330810546875,88999.40497537015,17.272164905949506,5.096818003651873,4.790860583183366
