,M1,M2,M3,M4,C2,C3,C4,Skewness,Kurtosis,Mean,Absolute_mean,Peak_value,SRV,RMS,Crest_factor,Shape_factor
0,0.0,1.4533048633751394e-07,1.006983898365536e-09,2.3721522186117124e-11,1.4533048633751394e-07,1.006983898365536e-09,2.3658159335339827e-11,18.17554473750912,1120.1276005632626,6.580433728403208e-05,6.580433728403208e-05,0.020933573648537408,2.2398324269300235e-14,0.00038686004852259517,54.11149000389672,5.878944526905367
1,0.0,1.3252977314511443e-07,9.166487152552473e-10,1.9667325193820498e-11,1.3252977314511443e-07,9.166487152552473e-10,1.961463277151081e-11,18.99908790823432,1116.743086296018,6.291185836812466e-05,6.291185836812466e-05,0.01972921748605207,1.862888544558963e-14,0.00036944238396324503,53.402691035078654,5.872380717184936
2,0.0,2.8260325076452e-07,1.8787938796618583e-09,3.534724344404478e-11,2.8260325076452e-07,1.8787938796618583e-09,3.510764965201676e-11,12.505855519642278,439.5896407187873,0.00010252621923657379,0.00010252621923657379,0.019657420734947095,8.59163307643292e-14,0.0005414008463194953,36.308441090516354,5.280608710150929
3,0.0,2.4867324485714057e-07,1.6301149592309336e-09,2.4623816634284417e-11,2.4867324485714057e-07,1.6301149592309336e-09,2.4438301486161078e-11,13.145425276632213,395.1963233198641,9.024324376533924e-05,9.024324376533924e-05,0.01971395202449746,6.595501663868493e-14,0.0005067712382351932,38.901086993710145,5.615614167781441
4,0.0,4.1354441138812553e-07,3.125508391143402e-09,4.201022568312917e-11,4.1354441138812553e-07,3.125508391143402e-09,4.1497168742558116e-11,11.752694167437626,242.64656879821206,0.00011072428567961048,0.00011072428567961048,0.019748722496381935,1.8130928386770978e-13,0.000652536802661264,30.2645343769731,5.893348497631595
5,0.0,3.5059437291727686e-07,2.865953819703983e-09,4.168899070489707e-11,3.5059437291727686e-07,2.865953819703983e-09,4.132024146193329e-11,13.805806311123789,336.1653664411108,9.118564989728596e-05,9.118564989728596e-05,0.01962076411404855,1.288158107325148e-13,0.0005990903067689104,32.75092902081781,6.570006436799456
6,0.0,2.2058296275963458e-07,1.2255457467495705e-09,1.958817184672894e-11,2.2058296275963458e-07,1.2255457467495705e-09,1.9442201316349484e-11,11.829641368597764,399.57794081741434,9.063247500691623e-05,9.063247500691623e-05,0.019689220271074347,5.234816251924473e-14,0.00047832751152898753,41.16263396210934,5.2776613624695345
7,0.0,1.6106028658499083e-07,1.0623245940316817e-09,1.8323640774837136e-11,1.6106028658499083e-07,1.0623245940316817e-09,1.8245819527092616e-11,16.43518264274603,703.3742090717591,6.655789162488478e-05,6.655789162488478e-05,0.019666354574245818,2.7387019377227846e-14,0.00040680491580429625,48.34345360690482,6.112046308453065
8,0.0,1.815163490548195e-07,1.0937141764727674e-09,1.917633111075072e-11,1.815163490548195e-07,1.0937141764727674e-09,1.9077486555828148e-11,14.142631311237936,579.0147946168174,7.501204781833347e-05,7.501204781833347e-05,0.019661531784198733,3.5022560977144054e-14,0.0004326004581281893,45.449632368102066,5.767079698662202
9,0.0,2.0226298604203218e-07,1.362920386107976e-09,2.3047365866706926e-11,2.0226298604203218e-07,1.362920386107976e-09,2.2924634920139008e-11,14.982899479659633,560.3631902436142,8.19901236597807e-05,8.19901236597807e-05,0.020224473105821938,4.367488337760899e-14,0.00045714917304943064,44.2404236912731,5.5756614655977135
